Atm;ProcessDate;Withdrawal
ATM3;2017-12-03;9160
ATM3;2017-12-04;15030
ATM3;2017-12-05;25380
ATM3;2017-12-06;30250
ATM3;2017-12-07;27150
ATM3;2017-12-08;42860
ATM3;2017-12-09;31430
ATM3;2017-12-10;15440
ATM3;2017-12-11;30150
ATM3;2017-12-12;20200
ATM3;2017-12-13;21450
ATM3;2017-12-14;38380
ATM3;2017-12-15;28590
ATM3;2017-12-16;22730
ATM3;2017-12-17;13650
ATM3;2017-12-18;25030
ATM3;2017-12-19;24410
ATM3;2017-12-20;31130
ATM3;2017-12-21;25960
ATM3;2017-12-22;44860
ATM3;2017-12-23;26020
ATM3;2017-12-24;5610
ATM3;2017-12-25;970
ATM3;2017-12-26;1700
ATM3;2017-12-27;10270
ATM3;2017-12-28;20200
ATM3;2017-12-29;14290
ATM3;2017-12-30;10640
ATM3;2017-12-31;5320
ATM3;2018-01-01;500
ATM3;2018-01-02;20170
ATM3;2018-01-03;17650
ATM3;2018-01-04;23710
ATM3;2018-01-05;22450
ATM3;2018-01-08;16650
ATM3;2018-01-09;21450
ATM3;2018-01-10;28440
ATM3;2018-01-11;25820
ATM3;2018-01-12;30310
ATM3;2018-01-13;18300
ATM3;2018-01-14;5130
ATM3;2018-01-15;26900
ATM3;2018-01-16;19640
ATM3;2018-01-17;19210
ATM3;2018-01-18;20620
ATM3;2018-01-19;25420
ATM3;2018-01-20;14770
ATM3;2018-01-21;4430
ATM3;2018-01-22;19880
ATM3;2018-01-23;19700
ATM3;2018-01-24;15640
ATM3;2018-01-25;13980
ATM3;2018-01-26;25570
ATM3;2018-01-27;13670
ATM3;2018-01-28;10920
ATM3;2018-01-29;13020
ATM3;2018-01-30;17630
ATM3;2018-01-31;12410
ATM3;2018-02-01;18000
ATM3;2018-02-02;23890
ATM3;2018-02-03;19500
ATM3;2018-02-04;14010
ATM3;2018-02-05;16880
ATM3;2018-02-06;13180
ATM3;2018-02-07;14610
ATM3;2018-02-08;17460
ATM3;2018-02-09;42140
ATM3;2018-02-10;9180
ATM3;2018-02-11;21790
ATM3;2018-02-12;23840
ATM3;2018-02-13;27470
ATM3;2018-02-14;25150
ATM3;2018-02-15;20570
ATM3;2018-02-16;31380
ATM3;2018-02-17;17290
ATM3;2018-02-18;13630
ATM3;2018-02-19;23400
ATM3;2018-02-20;13930
ATM3;2018-02-21;12290
ATM3;2018-02-22;17120
ATM3;2018-02-23;24660
ATM3;2018-02-24;19490
ATM3;2018-02-25;9410
ATM3;2018-02-26;19940
ATM3;2018-02-27;17390
ATM3;2018-02-28;5890
ATM3;2018-03-01;26960
ATM3;2018-03-02;25760
ATM3;2018-03-03;25270
ATM3;2018-03-04;12230
ATM3;2018-03-05;15430
ATM3;2018-03-06;19330
ATM3;2018-03-07;26900
ATM3;2018-03-08;18370
ATM3;2018-03-09;46220
ATM3;2018-03-10;26520
ATM3;2018-03-11;4860
ATM3;2018-03-12;24000
ATM3;2018-03-13;16240
ATM3;2018-03-14;33200
ATM3;2018-03-15;21470
ATM3;2018-03-16;29230
ATM3;2018-03-17;22210
ATM3;2018-03-18;6840
ATM3;2018-03-19;25210
ATM3;2018-03-20;28190
ATM3;2018-03-21;24780
ATM3;2018-03-22;26710
ATM3;2018-03-23;27830
ATM3;2018-03-24;15920
ATM3;2018-03-25;15960
ATM3;2018-03-26;27680
ATM3;2018-03-27;16450
ATM3;2018-03-28;30020
ATM3;2018-03-29;33210
ATM3;2018-03-30;22110
ATM3;2018-03-31;16720
ATM3;2018-04-01;1200
ATM3;2018-04-02;840
ATM3;2018-04-03;26960
ATM3;2018-04-04;23300
ATM3;2018-04-05;44260
ATM3;2018-04-06;21640
ATM3;2018-04-07;16230
ATM3;2018-04-08;8180
ATM3;2018-04-09;40870
ATM3;2018-04-10;38690
ATM3;2018-04-11;45520
ATM3;2018-04-12;24450
ATM3;2018-04-13;21280
ATM3;2018-04-14;29560
ATM3;2018-04-15;4610
ATM3;2018-04-16;31290
ATM3;2018-04-17;18630
ATM3;2018-04-18;17250
ATM3;2018-04-19;19890
ATM3;2018-04-20;26270
ATM3;2018-04-21;19580
ATM3;2018-04-22;11310
ATM3;2018-04-23;20730
ATM3;2018-04-24;38730
ATM3;2018-04-25;29860
ATM3;2018-04-26;24290
ATM3;2018-04-27;48160
ATM3;2018-04-28;22560
ATM3;2018-04-29;16550
ATM3;2018-04-30;29350
ATM3;2018-05-01;4380
ATM3;2018-05-02;20860
ATM3;2018-05-03;4060
ATM3;2018-05-04;23890
ATM3;2018-05-05;25790
ATM3;2018-05-06;10240
ATM3;2018-05-07;24990
ATM3;2018-05-08;28080
ATM3;2018-05-09;22690
ATM3;2018-05-10;49780
ATM3;2018-05-11;32380
ATM3;2018-05-12;30580
ATM3;2018-05-13;5040
ATM3;2018-05-14;42600
ATM3;2018-05-15;22730
ATM3;2018-05-16;14000
ATM3;2018-05-17;17720
ATM3;2018-05-18;38400
ATM3;2018-05-19;20290
ATM3;2018-05-20;2890
ATM3;2018-05-21;23410
ATM3;2018-05-22;12610
ATM3;2018-05-23;25810
ATM3;2018-05-24;20230
ATM3;2018-05-25;39150
ATM3;2018-05-26;26150
ATM3;2018-05-27;6440
ATM3;2018-05-28;28010
ATM3;2018-05-29;23710
ATM3;2018-05-30;22930
ATM3;2018-05-31;5510
ATM3;2018-06-01;26470
ATM3;2018-06-02;17360
ATM3;2018-06-03;8640
ATM3;2018-06-04;20060
ATM3;2018-06-05;40960
ATM3;2018-06-06;16350
ATM3;2018-06-07;31410
ATM3;2018-06-08;35300
ATM3;2018-06-09;26610
ATM3;2018-06-10;18370
ATM3;2018-06-11;42460
ATM3;2018-06-12;39240
ATM3;2018-06-13;24660
ATM3;2018-06-14;36680
ATM3;2018-06-15;25510
ATM3;2018-06-16;22710
ATM3;2018-06-17;4950
ATM3;2018-06-18;17380
ATM3;2018-06-19;19690
ATM3;2018-06-20;23280
ATM3;2018-06-21;18070
ATM3;2018-06-22;33290
ATM3;2018-06-23;26050
ATM3;2018-06-24;15530
ATM3;2018-06-25;34220
ATM3;2018-06-26;20680
ATM3;2018-06-27;25560
ATM3;2018-06-28;29350
ATM3;2018-06-29;34550
ATM3;2018-06-30;15330
ATM3;2018-07-01;7390
ATM3;2018-07-02;23970
ATM3;2018-07-03;18480
ATM3;2018-07-04;15540
ATM3;2018-07-05;24900
ATM3;2018-07-06;26730
ATM3;2018-07-07;19280
ATM3;2018-07-08;6550
ATM3;2018-07-09;27580
ATM3;2018-07-10;55550
ATM3;2018-07-11;41210
ATM3;2018-07-12;27320
ATM3;2018-07-13;40470
ATM3;2018-07-14;25430
ATM3;2018-07-15;9930
ATM3;2018-07-16;31920
ATM3;2018-07-17;26810
ATM3;2018-07-18;42290
ATM3;2018-07-19;24120
ATM3;2018-07-20;31270
ATM3;2018-07-21;24410
ATM3;2018-07-22;9790
ATM3;2018-07-23;30360
ATM3;2018-07-24;21610
ATM3;2018-07-25;21520
ATM3;2018-07-26;21720
ATM3;2018-07-27;24180
ATM3;2018-07-28;30450
ATM3;2018-07-29;11780
ATM3;2018-07-30;23800
ATM3;2018-07-31;20570
ATM3;2018-08-01;26770
ATM3;2018-08-02;38100
ATM3;2018-08-03;22000
ATM3;2018-08-04;27560
ATM3;2018-08-05;13020
ATM3;2018-08-06;30690
ATM3;2018-08-07;22000
ATM3;2018-08-08;35740
ATM3;2018-08-09;25770
ATM3;2018-08-10;46470
ATM3;2018-08-11;33700
ATM3;2018-08-12;15060
ATM3;2018-08-13;42300
ATM3;2018-08-14;26390
ATM3;2018-08-15;8310
ATM3;2018-08-16;47440
ATM3;2018-08-17;31650
ATM3;2018-08-18;25460
ATM3;2018-08-19;10830
ATM3;2018-08-20;28450
ATM3;2018-08-21;29040
ATM3;2018-08-22;19580
ATM3;2018-08-23;18200
ATM3;2018-08-24;31310
ATM3;2018-08-25;28310
ATM3;2018-08-26;6760
ATM3;2018-08-27;26380
ATM3;2018-08-28;28050
ATM3;2018-08-29;32530
ATM3;2018-08-30;18060
ATM3;2018-08-31;33040
ATM3;2018-09-01;20000
ATM3;2018-09-02;14470
ATM3;2018-09-03;45630
ATM3;2018-09-04;38170
ATM3;2018-09-05;24060
ATM3;2018-09-06;34140
ATM3;2018-09-07;53860
ATM3;2018-09-08;42520
ATM3;2018-09-09;12800
ATM3;2018-09-10;57760
ATM3;2018-09-11;25720
ATM3;2018-09-12;41860
ATM3;2018-09-13;30560
ATM3;2018-09-14;44730
ATM3;2018-09-15;26360
ATM3;2018-09-16;12200
ATM3;2018-09-17;32390
ATM3;2018-09-18;23580
ATM3;2018-09-19;47320
ATM3;2018-09-20;33940
ATM3;2018-09-21;33030
ATM3;2018-09-22;18260
ATM3;2018-09-23;15080
ATM3;2018-09-24;31200
ATM3;2018-09-25;39850
ATM3;2018-09-26;31420
ATM3;2018-09-27;25910
ATM3;2018-09-28;37720
ATM3;2018-09-29;24140
ATM3;2018-09-30;16290
ATM3;2018-10-01;20410
ATM3;2018-10-02;29190
ATM3;2018-10-03;25040
ATM3;2018-10-04;27390
ATM3;2018-10-05;29840
ATM3;2018-10-06;22110
ATM3;2018-10-07;10130
ATM3;2018-10-08;25440
ATM3;2018-10-09;45320
ATM3;2018-10-10;42830
ATM3;2018-10-11;45950
ATM3;2018-10-12;35340
ATM3;2018-10-13;39920
ATM3;2018-10-14;21340
ATM3;2018-10-15;26640
ATM3;2018-10-16;21360
ATM3;2018-10-17;24810
ATM3;2018-10-18;28660
ATM3;2018-10-19;22470
ATM3;2018-10-20;21810
ATM3;2018-10-21;7140
ATM3;2018-10-22;28310
ATM3;2018-10-23;21820
ATM3;2018-10-24;37800
ATM3;2018-10-25;27430
ATM3;2018-10-26;66360
ATM3;2018-10-27;28480
ATM3;2018-10-28;17000
ATM3;2018-10-29;35140
ATM3;2018-10-30;19050
ATM3;2018-10-31;38140
ATM3;2018-11-01;10630
ATM3;2018-11-02;32860
ATM3;2018-11-03;22170
ATM3;2018-11-04;16710
ATM3;2018-11-05;29760
ATM3;2018-11-06;31440
ATM3;2018-11-07;41470
ATM3;2018-11-08;42310
ATM3;2018-11-09;54360
ATM3;2018-11-10;42780
ATM3;2018-11-11;9150
ATM3;2018-11-12;18250
ATM3;2018-11-13;45740
ATM3;2018-11-14;19440
ATM3;2018-11-15;40210
ATM3;2018-11-16;40360
ATM3;2018-11-17;33120
ATM3;2018-11-18;15930
ATM3;2018-11-19;29990
ATM3;2018-11-20;33490
ATM3;2018-11-21;35910
ATM3;2018-11-22;55550
ATM3;2018-11-23;37040
ATM3;2018-11-24;31590
ATM3;2018-11-25;9990
ATM3;2018-11-26;22580
ATM3;2018-11-27;32260
ATM3;2018-11-28;40700
ATM3;2018-11-29;36360
ATM3;2018-11-30;34970
ATM3;2018-12-01;37190
ATM3;2018-12-02;29240
ATM3;2018-12-03;52310
ATM3;2018-12-04;48190
ATM3;2018-12-05;53750
ATM3;2018-12-06;50060
ATM3;2018-12-07;43380
ATM3;2018-12-08;35330
ATM3;2018-12-09;19470
ATM3;2018-12-10;56800
ATM3;2018-12-11;44670
ATM3;2018-12-12;35280
ATM3;2018-12-13;50910
ATM3;2018-12-14;41600
ATM3;2018-12-15;34790
ATM3;2018-12-16;24120
ATM3;2018-12-17;36060
ATM3;2018-12-18;42450
ATM3;2018-12-19;13870
ATM3;2018-12-20;45170
ATM3;2018-12-21;47580
ATM3;2018-12-22;41660
ATM3;2018-12-23;30100
ATM3;2018-12-24;15930
ATM3;2018-12-25;1660
ATM3;2018-12-26;5350
ATM3;2018-12-27;23400
ATM3;2018-12-28;30780
ATM3;2018-12-29;30960
ATM3;2018-12-30;20170
ATM3;2018-12-31;29810
ATM3;2019-01-01;840
ATM3;2019-01-02;32040
ATM3;2019-01-03;29710
ATM3;2019-01-04;39400
ATM3;2019-01-05;19670
ATM3;2019-01-06;4960
ATM3;2019-01-07;32040
ATM3;2019-01-08;37550
ATM3;2019-01-09;48130
ATM3;2019-01-10;49020
ATM3;2019-01-11;44730
ATM3;2019-01-12;33050
ATM3;2019-01-13;9070
ATM3;2019-01-14;18770
ATM3;2019-01-15;25890
ATM3;2019-01-16;26710
ATM3;2019-01-17;25880
ATM3;2019-01-18;32030
ATM3;2019-01-19;31550
ATM3;2019-01-20;6480
ATM3;2019-01-21;23000
ATM3;2019-01-22;26830
ATM3;2019-01-23;25380
ATM3;2019-01-24;24230
ATM3;2019-01-25;28710
ATM3;2019-01-26;22070
ATM3;2019-01-27;13210
ATM3;2019-01-28;21880
ATM3;2019-01-29;29510
ATM3;2019-01-30;14300
ATM3;2019-01-31;14350
ATM3;2019-02-01;18710
ATM3;2019-02-02;27900
ATM3;2019-02-03;9290
ATM3;2019-02-04;18540
ATM3;2019-02-05;47170
ATM3;2019-02-06;20450
ATM3;2019-02-07;41120
ATM3;2019-02-08;45460
ATM3;2019-02-09;48840
ATM3;2019-02-10;10880
ATM3;2019-02-11;37850
ATM3;2019-02-12;37040
ATM3;2019-02-13;31220
ATM3;2019-02-14;35500
ATM3;2019-02-15;32620
ATM3;2019-02-16;38250
ATM3;2019-02-17;11660
ATM3;2019-02-18;35240
ATM3;2019-02-19;28360
ATM3;2019-02-20;27310
ATM3;2019-02-21;23540
ATM3;2019-02-22;35190
ATM3;2019-02-23;20330
ATM3;2019-02-24;12090
ATM3;2019-02-25;34420
ATM3;2019-02-26;44820
ATM3;2019-02-27;28980
ATM3;2019-02-28;15310
ATM3;2019-03-01;19620
ATM3;2019-03-02;40800
ATM3;2019-03-03;8910
ATM3;2019-03-04;32870
ATM3;2019-03-05;25560
ATM3;2019-03-06;27880
ATM3;2019-03-07;52300
ATM3;2019-03-08;56560
ATM3;2019-03-09;42120
ATM3;2019-03-10;20100
ATM3;2019-03-11;30800
ATM3;2019-03-12;39760
ATM3;2019-03-13;30370
ATM3;2019-03-14;38460
ATM3;2019-03-15;35340
ATM3;2019-03-16;32440
ATM3;2019-03-17;19550
ATM3;2019-03-18;14950
ATM3;2019-03-19;12170
ATM3;2019-03-20;40680
ATM3;2019-03-21;29500
ATM3;2019-03-22;36720
ATM3;2019-03-23;33340
ATM3;2019-03-24;8670
ATM3;2019-03-25;37320
ATM3;2019-03-26;32060
ATM3;2019-03-27;41210
ATM3;2019-03-28;38240
ATM3;2019-03-29;23230
ATM3;2019-03-30;36660
ATM3;2019-03-31;15290
ATM3;2019-04-01;57270
ATM3;2019-04-02;21460
ATM3;2019-04-03;29560
ATM3;2019-04-04;27690
ATM3;2019-04-05;36640
ATM3;2019-04-06;34120
ATM3;2019-04-07;14190
ATM3;2019-04-08;27400
ATM3;2019-04-09;68320
ATM3;2019-04-10;66510
ATM3;2019-04-11;29450
ATM3;2019-04-12;29670
ATM3;2019-04-13;26210
ATM3;2019-04-14;19920
ATM3;2019-04-15;41350
ATM3;2019-04-16;36020
ATM3;2019-04-17;29700
ATM3;2019-04-18;45200
ATM3;2019-04-19;37590
ATM3;2019-04-20;24640
ATM3;2019-04-21;5940
ATM3;2019-04-22;4270
ATM3;2019-04-23;27340
ATM3;2019-04-24;34810
ATM3;2019-04-25;41290
ATM3;2019-04-26;32430
ATM3;2019-04-27;37510
ATM3;2019-04-28;8860
ATM3;2019-04-29;34820
ATM3;2019-04-30;50730
ATM3;2019-05-01;8040
ATM3;2019-05-02;48250
ATM3;2019-05-03;11210
ATM3;2019-05-04;31520
ATM3;2019-05-05;19360
ATM3;2019-05-06;38900
ATM3;2019-05-07;35910
ATM3;2019-05-08;41000
ATM3;2019-05-09;47800
ATM3;2019-05-10;72940
ATM3;2019-05-11;39190
ATM3;2019-05-12;16930
ATM3;2019-05-13;40820
ATM3;2019-05-14;33560
ATM3;2019-05-15;40180
ATM3;2019-05-16;41860
ATM3;2019-05-17;27930
ATM3;2019-05-18;44500
ATM3;2019-05-19;10830
ATM3;2019-05-20;48440
ATM3;2019-05-21;25330
ATM3;2019-05-22;25320
ATM3;2019-05-23;30670
ATM3;2019-05-24;43180
ATM3;2019-05-25;46110
ATM3;2019-05-26;11640
ATM3;2019-05-27;42320
ATM3;2019-05-28;34940
ATM3;2019-05-29;45840
ATM3;2019-05-30;26900
ATM3;2019-05-31;38390
ATM3;2019-06-01;34790
ATM3;2019-06-02;12530
ATM3;2019-06-03;36260
ATM3;2019-06-04;26250
ATM3;2019-06-05;36560
ATM3;2019-06-06;34200
ATM3;2019-06-07;41440
ATM3;2019-06-08;31690
ATM3;2019-06-09;15450
ATM3;2019-06-10;51860
ATM3;2019-06-11;43310
ATM3;2019-06-12;36850
ATM3;2019-06-13;41140
ATM3;2019-06-14;48430
ATM3;2019-06-15;30140
ATM3;2019-06-16;28670
ATM3;2019-06-17;13640
ATM3;2019-06-18;44770
ATM3;2019-06-19;32180
ATM3;2019-06-20;12990
ATM3;2019-06-21;38820
ATM3;2019-06-22;37280
ATM3;2019-06-23;31590
ATM3;2019-06-24;52850
ATM3;2019-06-25;23360
ATM3;2019-06-26;16960
ATM3;2019-06-27;37540
ATM3;2019-06-28;60100
ATM3;2019-06-29;23780
ATM3;2019-06-30;10520
ATM3;2019-07-01;33910
ATM3;2019-07-02;31340
ATM3;2019-07-03;30080
ATM3;2019-07-04;33090
ATM3;2019-07-05;39180
ATM3;2019-07-06;18730
ATM3;2019-07-07;12060
ATM3;2019-07-08;30060
ATM3;2019-07-09;67440
ATM3;2019-07-10;41630
ATM3;2019-07-11;51160
ATM3;2019-07-12;61580
ATM3;2019-07-13;38870
ATM3;2019-07-14;14470
ATM3;2019-07-15;45820
ATM3;2019-07-16;27490
ATM3;2019-07-17;44840
ATM3;2019-07-18;40010
ATM3;2019-07-19;50270
ATM3;2019-07-20;43150
ATM3;2019-07-21;13760
ATM3;2019-07-22;48640
ATM3;2019-07-23;33650
ATM3;2019-07-24;46100
ATM3;2019-07-25;38320
ATM3;2019-07-26;50050
ATM3;2019-07-27;27290
ATM3;2019-07-28;12100
ATM3;2019-07-29;24930
ATM3;2019-07-30;27730
ATM3;2019-07-31;29700
ATM3;2019-08-01;29000
ATM3;2019-08-02;41420
ATM3;2019-08-03;21070
ATM3;2019-08-04;12660
ATM3;2019-08-05;36310
ATM3;2019-08-06;32020
ATM3;2019-08-07;37840
ATM3;2019-08-08;53230
ATM3;2019-08-09;57460
ATM3;2019-08-10;42290
ATM3;2019-08-11;17300
ATM3;2019-08-12;47840
ATM3;2019-08-13;37070
ATM3;2019-08-14;63190
ATM3;2019-08-15;12950
ATM3;2019-08-16;40720
ATM3;2019-08-17;5010
ATM3;2019-08-19;38960
ATM3;2019-08-20;37680
ATM3;2019-08-21;29650
ATM3;2019-08-22;20730
ATM3;2019-08-23;35600
ATM3;2019-08-24;20860
ATM3;2019-08-25;18200
ATM3;2019-08-26;54820
ATM3;2019-08-27;33080
ATM3;2019-08-28;24870
ATM3;2019-08-29;35720
ATM3;2019-08-30;23740
ATM3;2019-08-31;31440
ATM3;2019-09-01;10860
ATM3;2019-09-02;28350
ATM3;2019-09-03;20440
ATM3;2019-09-04;49630
ATM3;2019-09-05;26740
ATM3;2019-09-06;28770
ATM3;2019-09-07;42380
ATM3;2019-09-08;9400
ATM3;2019-09-09;42240
ATM3;2019-09-10;56570
ATM3;2019-09-11;28160
ATM3;2019-09-12;48260
ATM3;2019-09-13;40960
ATM3;2019-09-14;33050
ATM3;2019-09-15;8520
ATM3;2019-09-16;41320
ATM3;2019-09-17;41660
ATM3;2019-09-18;30300
ATM3;2019-09-19;34500
ATM3;2019-09-20;35700
ATM3;2019-09-21;32420
ATM3;2019-09-22;11500
ATM3;2019-09-23;35180
ATM3;2019-09-24;33960
ATM3;2019-09-25;38920
ATM3;2019-09-26;40550
ATM3;2019-09-27;45790
ATM3;2019-09-28;27700
ATM3;2019-09-29;13600
ATM3;2019-09-30;32330
ATM3;2019-10-01;42000
ATM3;2019-10-02;46740
ATM3;2019-10-03;40120
ATM3;2019-10-04;41870
ATM3;2019-10-05;27170
ATM3;2019-10-06;4650
ATM3;2019-10-07;31920
ATM3;2019-10-08;28420
ATM3;2019-10-09;39960
ATM3;2019-10-10;51670
ATM3;2019-10-11;66310
ATM3;2019-10-12;44500
ATM3;2019-10-14;15970
ATM3;2019-10-15;37680
ATM3;2019-10-16;31880
ATM3;2019-10-17;21830
ATM3;2019-10-18;55660
ATM3;2019-10-19;25320
ATM3;2019-10-20;11100
ATM3;2019-10-21;22190
ATM3;2019-10-22;28960
ATM3;2019-10-23;34340
ATM3;2019-10-24;42100
ATM3;2019-10-25;26560
ATM3;2019-10-26;39770
ATM3;2019-10-27;18770
ATM3;2019-10-28;30530
ATM3;2019-10-29;36220
ATM3;2019-10-30;34450
ATM3;2019-10-31;34360
ATM4;2017-01-01;46690
ATM4;2017-01-02;48820
ATM4;2017-01-03;25520
ATM4;2017-01-04;30290
ATM4;2017-01-05;21680
ATM4;2017-01-06;27190
ATM4;2017-01-07;21400
ATM4;2017-01-08;12000
ATM4;2017-01-09;14300
ATM4;2017-01-10;15940
ATM4;2017-01-11;7330
ATM4;2017-01-12;13610
ATM4;2017-01-13;30200
ATM4;2017-01-14;30680
ATM4;2017-01-15;27760
ATM4;2017-01-16;28140
ATM4;2017-01-17;23210
ATM4;2017-01-18;30450
ATM4;2017-01-19;37340
ATM4;2017-01-20;44880
ATM4;2017-01-21;44970
ATM4;2017-01-22;39360
ATM4;2017-01-23;51070
ATM4;2017-01-24;32400
ATM4;2017-01-25;29280
ATM4;2017-01-26;42000
ATM4;2017-01-27;57770
ATM4;2017-01-28;52250
ATM4;2017-01-29;40040
ATM4;2017-01-30;20140
ATM4;2017-01-31;37580
ATM4;2017-02-01;26830
ATM4;2017-02-02;35970
ATM4;2017-02-03;54230
ATM4;2017-02-04;47250
ATM4;2017-02-05;37750
ATM4;2017-02-06;46870
ATM4;2017-02-07;31850
ATM4;2017-02-08;34730
ATM4;2017-02-09;36020
ATM4;2017-02-10;47170
ATM4;2017-02-11;64100
ATM4;2017-02-12;47190
ATM4;2017-02-13;47600
ATM4;2017-02-14;52920
ATM4;2017-02-15;44810
ATM4;2017-02-16;49150
ATM4;2017-02-17;57200
ATM4;2017-02-18;58200
ATM4;2017-02-19;44210
ATM4;2017-02-20;40330
ATM4;2017-02-21;43340
ATM4;2017-02-22;35530
ATM4;2017-02-23;47940
ATM4;2017-02-24;45620
ATM4;2017-02-25;50040
ATM4;2017-02-26;23600
ATM4;2017-02-27;16050
ATM4;2017-02-28;14080
ATM4;2017-03-01;9140
ATM4;2017-03-02;17160
ATM4;2017-03-03;16580
ATM4;2017-03-04;40090
ATM4;2017-03-05;29520
ATM4;2017-03-06;8730
ATM4;2017-03-07;8270
ATM4;2017-03-08;6950
ATM4;2017-03-09;7960
ATM4;2017-03-10;15140
ATM4;2017-03-11;18180
ATM4;2017-03-12;11580
ATM4;2017-03-13;7510
ATM4;2017-03-14;9320
ATM4;2017-03-15;5750
ATM4;2017-03-16;7710
ATM4;2017-03-17;5150
ATM4;2017-03-18;12990
ATM4;2017-03-19;17210
ATM4;2017-03-20;7350
ATM4;2017-03-21;6090
ATM4;2017-03-22;1450
ATM4;2017-03-23;3150
ATM4;2017-03-24;9990
ATM4;2017-03-25;16980
ATM4;2017-03-26;7540
ATM4;2017-03-27;4210
ATM4;2017-03-28;4560
ATM4;2017-03-29;4490
ATM4;2017-03-30;1750
ATM4;2017-03-31;9360
ATM4;2017-04-01;20800
ATM4;2017-04-02;23790
ATM4;2017-04-03;5600
ATM4;2017-04-04;2960
ATM4;2017-04-05;4190
ATM4;2017-04-06;2630
ATM4;2017-04-07;6510
ATM4;2017-04-08;6920
ATM4;2017-04-09;15910
ATM4;2017-04-10;10690
ATM4;2017-04-11;1770
ATM4;2017-04-12;8840
ATM4;2017-04-13;2110
ATM4;2017-04-14;10560
ATM4;2017-04-15;40130
ATM4;2017-04-16;9390
ATM4;2017-04-17;25500
ATM4;2017-04-18;10650
ATM4;2017-04-19;5120
ATM4;2017-04-20;2260
ATM4;2017-04-21;7790
ATM4;2017-04-22;20810
ATM4;2017-04-23;6180
ATM4;2017-04-24;6750
ATM4;2017-04-25;6330
ATM4;2017-04-26;6330
ATM4;2017-04-27;6660
ATM4;2017-04-28;6720
ATM4;2017-04-29;20560
ATM4;2017-04-30;40790
ATM4;2017-05-01;52780
ATM4;2017-05-02;62360
ATM4;2017-05-03;31470
ATM4;2017-05-04;23480
ATM4;2017-05-05;16570
ATM4;2017-05-06;16850
ATM4;2017-05-07;6910
ATM4;2017-05-08;4290
ATM4;2017-05-09;4110
ATM4;2017-05-10;8350
ATM4;2017-05-11;11950
ATM4;2017-05-12;16790
ATM4;2017-05-13;18590
ATM4;2017-05-14;9110
ATM4;2017-05-15;14110
ATM4;2017-05-16;8900
ATM4;2017-05-17;9300
ATM4;2017-05-18;8000
ATM4;2017-05-19;11550
ATM4;2017-05-20;15680
ATM4;2017-05-21;15650
ATM4;2017-05-22;8470
ATM4;2017-05-23;11120
ATM4;2017-05-24;8000
ATM4;2017-05-25;8430
ATM4;2017-05-26;14320
ATM4;2017-05-27;27360
ATM4;2017-05-28;21080
ATM4;2017-05-29;13240
ATM4;2017-05-30;14270
ATM4;2017-05-31;9550
ATM4;2017-06-01;12730
ATM4;2017-06-02;19120
ATM4;2017-06-03;21290
ATM4;2017-06-04;15010
ATM4;2017-06-05;10170
ATM4;2017-06-06;14010
ATM4;2017-06-07;12150
ATM4;2017-06-08;18390
ATM4;2017-06-09;22040
ATM4;2017-06-10;35520
ATM4;2017-06-11;34240
ATM4;2017-06-12;13930
ATM4;2017-06-13;14430
ATM4;2017-06-14;19360
ATM4;2017-06-15;18430
ATM4;2017-06-16;42290
ATM4;2017-06-17;33440
ATM4;2017-06-18;27240
ATM4;2017-06-19;14060
ATM4;2017-06-20;14400
ATM4;2017-06-21;12110
ATM4;2017-06-22;14910
ATM4;2017-06-23;27260
ATM4;2017-06-24;27920
ATM4;2017-06-25;23410
ATM4;2017-06-26;14760
ATM4;2017-06-27;24880
ATM4;2017-06-28;15710
ATM4;2017-06-29;31690
ATM4;2017-06-30;21600
ATM4;2017-07-01;25700
ATM4;2017-07-02;20400
ATM4;2017-07-03;29810
ATM4;2017-07-04;30970
ATM4;2017-07-05;37200
ATM4;2017-07-06;31720
ATM4;2017-07-07;36110
ATM4;2017-07-08;50160
ATM4;2017-07-09;46680
ATM4;2017-07-10;7140
ATM4;2017-07-11;31840
ATM4;2017-07-12;44080
ATM4;2017-07-13;42890
ATM4;2017-07-14;42260
ATM4;2017-07-15;55960
ATM4;2017-07-16;45500
ATM4;2017-07-17;27950
ATM4;2017-07-18;31520
ATM4;2017-07-19;33300
ATM4;2017-07-20;41940
ATM4;2017-07-21;60410
ATM4;2017-07-22;48410
ATM4;2017-07-23;40820
ATM4;2017-07-24;40530
ATM4;2017-07-25;34100
ATM4;2017-07-26;44400
ATM4;2017-07-27;59650
ATM4;2017-07-28;58080
ATM4;2017-07-29;57980
ATM4;2017-07-30;49700
ATM4;2017-07-31;30730
ATM4;2017-08-01;42170
ATM4;2017-08-02;45190
ATM4;2017-08-03;36070
ATM4;2017-08-04;72430
ATM4;2017-08-05;55430
ATM4;2017-08-06;49620
ATM4;2017-08-07;51590
ATM4;2017-08-08;41150
ATM4;2017-08-09;46130
ATM4;2017-08-10;60630
ATM4;2017-08-11;42220
ATM4;2017-08-12;71140
ATM4;2017-08-13;56960
ATM4;2017-08-14;58710
ATM4;2017-08-15;64540
ATM4;2017-08-16;47960
ATM4;2017-08-17;58510
ATM4;2017-08-18;61060
ATM4;2017-08-19;40150
ATM4;2017-08-20;21420
ATM4;2017-08-21;43740
ATM4;2017-08-22;45920
ATM4;2017-08-23;42280
ATM4;2017-08-24;40650
ATM4;2017-08-25;52710
ATM4;2017-08-26;59260
